positive_pairs.pickle,negative_pairs.pickle
"('Food', 'Girl')","('Jacket', 'Face')"
"('Food', 'Lamp')","('Jacket', 'People')"
"('Food', 'Pants')","('Jacket', 'Head')"
"('Food', 'Blossom')","('Jacket', 'Portrait')"
"('Food', 'Flower')","('Jacket', 'Plant')"
"('Food', 'Club')","('Jacket', 'Finger')"
"('Food', 'Vegetation')","('Jacket', 'Performer')"
"('Food', 'Shoe')","('Jacket', 'Animal')"
"('Audience', 'Person')","('Jacket', 'Jaw')"
"('Audience', 'Human')","('Jacket', 'Tuxedo')"
"('Audience', 'Female')","('Jacket', 'Mammal')"
"('Audience', 'Hair')","('Jacket', 'Cafe')"
"('Audience', 'Accessory')","('Jacket', 'Clinic')"
"('Audience', 'Accessories')","('Jacket', 'Hug')"
"('Audience', 'Suit')","('Nature', 'Furniture')"
"('Audience', 'Fashion')","('Nature', 'Female')"
"('Audience', 'Sitting')","('Nature', 'Woman')"
"('Audience', 'Hat')","('Nature', 'Dating')"
"('Audience', 'Sleeve')","('Nature', 'Wood')"
"('Audience', 'Shirt')","('Nature', 'Food')"
"('Audience', 'Plywood')","('Nature', 'Audience')"
"('Audience', 'Shelf')","('Nature', 'Robe')"
"('Audience', 'Blossom')","('Nature', 'Lamp')"
"('Audience', 'Flower')","('Nature', 'Door')"
"('Audience', 'Worker')","('Nature', 'Sleeve')"
"('Audience', 'Cafeteria')","('Nature', 'Cushion')"
"('Audience', 'Sunglasses')","('Nature', 'Couch')"
"('Audience', 'Path')","('Nature', 'Glasses')"
"('Robe', 'Person')","('Nature', 'Blonde')"
"('Robe', 'Human')","('Nature', 'Cafeteria')"
"('Robe', 'Suit')","('Nature', 'Sunglasses')"
"('Robe', 'Pub')","('Nature', 'Piano')"
"('Robe', 'Plant')","('Nature', 'Shorts')"
"('Robe', 'Finger')","('Nature', 'Floor')"
"('Robe', 'Tie')","('Nature', 'Ear')"
"('Robe', 'Sleeve')","('Nature', 'Pianist')"
"('Robe', 'Teen')","('Fashion', 'Screen')"
"('Robe', 'Footwear')","('Fashion', 'Shirt')"
"('Robe', 'Cafeteria')","('Fashion', 'Lighting')"
"('Robe', 'Stage')","('Fashion', 'Alcohol')"
"('Lamp', 'Pub')","('Fashion', 'Light')"
"('Lamp', 'Wood')","('Fashion', 'Machine')"
"('Lamp', 'Drink')","('Fashion', 'Desk')"
"('Lamp', 'Beverage')","('Fashion', 'Wine')"
"('Lamp', 'Pants')","('Fashion', 'Ear')"
"('Lamp', 'Vigil')","('Tie', 'Hair')"
"('Lamp', 'Club')","('Tie', 'Pub')"
"('Lamp', 'Pillow')","('Tie', 'Food')"
"('Lamp', 'Hug')","('Tie', 'Restaurant')"
"('Lamp', 'Closet')","('Tie', 'Art')"
"('Chair', 'Furniture')","('Tie', 'Pants')"
"('Chair', 'Wood')","('Tie', 'Dungeon')"
"('Chair', 'Lamp')","('Tie', 'Light')"
"('Chair', 'Grass')","('Tie', 'Shelf')"
"('Chair', 'Tuxedo')","('Tie', 'Machine')"
"('Chair', 'Meal')","('Tie', 'Footwear')"
"('Chair', 'Speech')","('Tie', 'Cafeteria')"
"('Chair', 'Path')","('Tie', 'Pianist')"
"('Chair', 'Clinic')","('Girl', 'Nature')"
"('Chair', 'Helmet')","('Girl', 'Sitting')"
"('Gown', 'Person')","('Girl', 'Door')"
"('Gown', 'Human')","('Girl', 'Architecture')"
"('Gown', 'Suit')","('Girl', 'Shirt')"
"('Gown', 'Pub')","('Girl', 'Animal')"
"('Gown', 'Plant')","('Girl', 'Road')"
"('Gown', 'Finger')","('Girl', 'Alcohol')"
"('Gown', 'Tie')","('Girl', 'Light')"
"('Gown', 'Performer')","('Girl', 'Glasses')"
"('Gown', 'Wood')","('Girl', 'Vigil')"
"('Gown', 'Hat')","('Girl', 'Floor')"
"('Gown', 'Sleeve')","('Girl', 'Pottery')"
"('Gown', 'Text')","('Girl', 'Hug')"
"('Gown', 'Blazer')","('Girl', 'Pianist')"
"('Gown', 'Shelf')","('Performer', 'Furniture')"
"('Gown', 'Sport')","('Performer', 'Hair')"
"('Gown', 'Sports')","('Performer', 'Court')"
"('Gown', 'Footwear')","('Performer', 'Food')"
"('Gown', 'Cafeteria')","('Performer', 'Screen')"
"('Gown', 'Sunglasses')","('Performer', 'Child')"
"('Gown', 'Stage')","('Performer', 'Kid')"
"('Restaurant', 'Furniture')","('Performer', 'Teen')"
"('Restaurant', 'Jacket')","('Performer', 'Glass')"
"('Restaurant', 'Wood')","('Performer', 'Blossom')"
"('Restaurant', 'Cushion')","('Performer', 'Flower')"
"('Restaurant', 'Glass')","('Performer', 'Water')"
"('Restaurant', 'Pants')","('Performer', 'Computer')"
"('Restaurant', 'Plywood')","('Performer', 'Shoe')"
"('Restaurant', 'Club')","('Performer', 'Party')"
"('Restaurant', 'Grass')","('Performer', 'Pc')"
"('Restaurant', 'Sunglasses')","('Performer', 'Lecture')"
"('Door', 'Furniture')","('Performer', 'Helmet')"
"('Door', 'Jacket')","('Dating', 'Sitting')"
"('Door', 'Lamp')","('Dating', 'Pants')"
"('Door', 'Bed')","('Dating', 'Machine')"
"('Door', 'Driving')","('Dating', 'Cafeteria')"
"('Door', 'Clinic')","('Dating', 'Piano')"
"('Door', 'Banister')","('Dating', 'Driving')"
"('Door', 'Pianist')","('Dating', 'Pianist')"
"('Screen', 'Cushion')","('Court', 'Jacket')"
"('Screen', 'Road')","('Court', 'Restaurant')"
"('Screen', 'Flooring')","('Court', 'Sleeve')"
"('Screen', 'Desk')","('Court', 'Housing')"
"('Screen', 'Shoe')","('Court', 'Lighting')"
"('Screen', 'Prison')","('Court', 'Couch')"
"('Screen', 'Clinic')","('Court', 'Glasses')"
"('Screen', 'Ear')","('Court', 'Water')"
"('Screen', 'Banister')","('Court', 'Window')"
"('Car', 'Jacket')","('Court', 'Theater')"
"('Car', 'Lamp')","('Court', 'Floor')"
"('Car', 'Road')","('Court', 'Arm')"
"('Car', 'Shelf')","('Court', 'Banister')"
"('Car', 'Footwear')","('Court', 'Book')"
"('Car', 'Wheel')","('Wood', 'Accessory')"
"('Automobile', 'Jacket')","('Wood', 'Accessories')"
"('Automobile', 'Lamp')","('Wood', 'Suit')"
"('Automobile', 'Road')","('Wood', 'Outdoors')"
"('Automobile', 'Shelf')","('Wood', 'Nature')"
"('Automobile', 'Footwear')","('Wood', 'Tie')"
"('Automobile', 'Wheel')","('Wood', 'Dating')"
"('Child', 'Finger')","('Wood', 'Art')"
"('Child', 'Fashion')","('Wood', 'Blazer')"
"('Child', 'Food')","('Wood', 'Water')"
"('Child', 'Robe')","('Wood', 'Vigil')"
"('Child', 'Shelf')","('Wood', 'Pottery')"
"('Child', 'Footwear')","('Sitting', 'Photography')"
"('Kid', 'Finger')","('Sitting', 'Photo')"
"('Kid', 'Fashion')","('Sitting', 'Head')"
"('Kid', 'Food')","('Sitting', 'Building')"
"('Kid', 'Robe')","('Sitting', 'Portrait')"
"('Kid', 'Shelf')","('Sitting', 'Nature')"
"('Kid', 'Footwear')","('Sitting', 'Hat')"
"('Hat', 'Clothing')","('Sitting', 'Animal')"
"('Hat', 'Apparel')","('Sitting', 'Hand')"
"('Hat', 'Art')","('Sitting', 'Military')"
"('Hat', 'Musician')","('Sitting', 'Tuxedo')"
"('Hat', 'Tuxedo')","('Sitting', 'Dress')"
"('Hat', 'Bed')","('Sitting', 'Jewelry')"
"('Hat', 'Hug')","('Food', 'Face')"
"('Hat', 'Banister')","('Food', 'Man')"
"('Drink', 'Pub')","('Food', 'People')"
"('Drink', 'Dating')","('Food', 'Photography')"
"('Drink', 'Door')","('Food', 'Photo')"
"('Drink', 'Beverage')","('Food', 'Tie')"
"('Drink', 'Cushion')","('Food', 'Pedestrian')"
"('Drink', 'Glass')","('Food', 'Dungeon')"
"('Drink', 'Wine')","('Food', 'Skin')"
"('Beverage', 'Pub')","('Food', 'Hand')"
"('Beverage', 'Dating')","('Food', 'Symbol')"
"('Beverage', 'Door')","('Food', 'Helmet')"
"('Beverage', 'Drink')","('Audience', 'Face')"
"('Beverage', 'Cushion')","('Audience', 'Photography')"
"('Beverage', 'Glass')","('Audience', 'Photo')"
"('Beverage', 'Wine')","('Audience', 'Portrait')"
"('Sleeve', 'Clothing')","('Audience', 'Outdoors')"
"('Sleeve', 'Apparel')","('Audience', 'Door')"
"('Sleeve', 'Female')","('Audience', 'Animal')"
"('Sleeve', 'Food')","('Audience', 'Computer')"
"('Sleeve', 'Audience')","('Audience', 'Mammal')"
"('Sleeve', 'Machine')","('Audience', 'Clinic')"
"('Sleeve', 'Closet')","('Audience', 'Wine')"
"('Sleeve', 'Helmet')","('Robe', 'Transportation')"
"('Teen', 'Person')","('Robe', 'Vehicle')"
"('Teen', 'Human')","('Robe', 'Door')"
"('Teen', 'Finger')","('Robe', 'Alcohol')"
"('Teen', 'Fashion')","('Robe', 'Water')"
"('Teen', 'Robe')","('Robe', 'Smile')"
"('Teen', 'Blazer')","('Robe', 'Computer')"
"('Teen', 'Dress')","('Robe', 'Vegetation')"
"('Teen', 'Desk')","('Robe', 'Driving')"
"('Teen', 'Cafeteria')","('Robe', 'Arm')"
"('Teen', 'Banister')","('Robe', 'Painting')"
"('Art', 'Military')","('Lamp', 'Face')"
"('Art', 'Tuxedo')","('Lamp', 'Crowd')"
"('Monitor', 'Screen')","('Lamp', 'Building')"
"('Monitor', 'Display')","('Lamp', 'Portrait')"
"('Monitor', 'Cushion')","('Lamp', 'Outdoors')"
"('Monitor', 'Pants')","('Lamp', 'Pedestrian')"
"('Monitor', 'Light')","('Lamp', 'Glasses')"
"('Monitor', 'Flooring')","('Lamp', 'Smile')"
"('Monitor', 'Desk')","('Lamp', 'Military')"
"('Monitor', 'Shoe')","('Lamp', 'Painting')"
"('Monitor', 'Ear')","('Chair', 'Head')"
"('Display', 'Screen')","('Chair', 'Performer')"
"('Display', 'Monitor')","('Chair', 'Pedestrian')"
"('Display', 'Cushion')","('Chair', 'Water')"
"('Display', 'Pants')","('Chair', 'Computer')"
"('Display', 'Light')","('Chair', 'Arm')"
"('Display', 'Flooring')","('Chair', 'Painting')"
"('Display', 'Desk')","('Chair', 'Pc')"
"('Display', 'Shoe')","('Gown', 'Transportation')"
"('Display', 'Ear')","('Gown', 'Vehicle')"
"('Cushion', 'Couch')","('Gown', 'Electronics')"
"('Cushion', 'Grass')","('Gown', 'Door')"
"('Cushion', 'Arm')","('Gown', 'Animal')"
"('Cushion', 'Book')","('Gown', 'Alcohol')"
"('Architecture', 'Building')","('Gown', 'Smile')"
"('Architecture', 'Mammal')","('Gown', 'Vigil')"
"('Shirt', 'Accessory')","('Gown', 'Jaw')"
"('Shirt', 'Accessories')","('Gown', 'Computer')"
"('Shirt', 'Tie')","('Gown', 'Vegetation')"
"('Shirt', 'Blazer')","('Gown', 'Wine')"
"('Shirt', 'Clinic')","('Restaurant', 'Face')"
"('Shirt', 'Helmet')","('Restaurant', 'People')"
"('Musician', 'Audience')","('Restaurant', 'Photography')"
"('Musician', 'Hat')","('Restaurant', 'Photo')"
"('Musician', 'Pants')","('Restaurant', 'Head')"
"('Musician', 'Lighting')","('Restaurant', 'Outdoors')"
"('Musician', 'Dungeon')","('Restaurant', 'Performer')"
"('Musician', 'Party')","('Restaurant', 'Art')"
"('Glass', 'Machine')","('Restaurant', 'Skin')"
"('Housing', 'Path')","('Restaurant', 'Hand')"
"('Housing', 'Driving')","('Restaurant', 'Street')"
"('Housing', 'Painting')","('Restaurant', 'Dance')"
"('Housing', 'Helmet')","('Door', 'Face')"
"('Text', 'Dress')","('Door', 'Photography')"
"('Text', 'Symbol')","('Door', 'Photo')"
"('Animal', 'Hat')","('Door', 'Portrait')"
"('Animal', 'Crypt')","('Door', 'Tie')"
"('Pants', 'Hair')","('Door', 'Hat')"
"('Pants', 'Finger')","('Door', 'Architecture')"
"('Pants', 'Wood')","('Door', 'Water')"
"('Pants', 'Door')","('Door', 'Smile')"
"('Pants', 'Glasses')","('Door', 'Vigil')"
"('Pants', 'Cafeteria')","('Door', 'Worker')"
"('Pants', 'Path')","('Door', 'Theater')"
"('Pants', 'Driving')","('Screen', 'Face')"
"('Pants', 'Dance')","('Screen', 'Animal')"
"('Pants', 'Stage')","('Screen', 'Tree')"
"('Pants', 'Book')","('Screen', 'Sport')"
"('Lighting', 'Pub')","('Screen', 'Sports')"
"('Lighting', 'Musician')","('Screen', 'Dress')"
"('Dungeon', 'Nature')","('Car', 'Person')"
"('Dungeon', 'Military')","('Car', 'Human')"
"('Dungeon', 'Street')","('Car', 'People')"
"('Alcohol', 'Door')","('Car', 'Fashion')"
"('Tree', 'Outdoors')","('Car', 'Art')"
"('Tree', 'Hat')","('Car', 'Architecture')"
"('Tree', 'Meal')","('Car', 'Glass')"
"('Tree', 'Vegetation')","('Car', 'Blazer')"
"('Blazer', 'Lamp')","('Car', 'Vigil')"
"('Blazer', 'Grass')","('Car', 'Jaw')"
"('Couch', 'Wood')","('Car', 'Military')"
"('Couch', 'Door')","('Car', 'Pillow')"
"('Couch', 'Sleeve')","('Car', 'Street')"
"('Couch', 'Cushion')","('Car', 'Dance')"
"('Couch', 'Bed')","('Car', 'Jewelry')"
"('Couch', 'Closet')","('Car', 'Painting')"
"('City', 'Building')","('Automobile', 'Person')"
"('City', 'Pedestrian')","('Automobile', 'Human')"
"('City', 'Town')","('Automobile', 'People')"
"('City', 'Crypt')","('Automobile', 'Fashion')"
"('Town', 'Building')","('Automobile', 'Art')"
"('Town', 'Pedestrian')","('Automobile', 'Architecture')"
"('Town', 'City')","('Automobile', 'Glass')"
"('Town', 'Crypt')","('Automobile', 'Blazer')"
"('Crypt', 'Glass')","('Automobile', 'Vigil')"
"('Crypt', 'Jewelry')","('Automobile', 'Jaw')"
"('Plywood', 'Finger')","('Automobile', 'Military')"
"('Plywood', 'Jacket')","('Automobile', 'Pillow')"
"('Plywood', 'Restaurant')","('Automobile', 'Street')"
"('Plywood', 'Door')","('Automobile', 'Dance')"
"('Plywood', 'Machine')","('Automobile', 'Jewelry')"
"('Plywood', 'Flooring')","('Automobile', 'Painting')"
"('Plywood', 'Driving')","('Child', 'Coat')"
"('Plywood', 'Helmet')","('Child', 'Overcoat')"
"('Light', 'Lighting')","('Child', 'Head')"
"('Light', 'Window')","('Child', 'Building')"
"('Light', 'Banister')","('Child', 'Hat')"
"('Glasses', 'Pants')","('Child', 'Musician')"
"('Glasses', 'Couch')","('Child', 'Glasses')"
"('Glasses', 'Grass')","('Child', 'Jaw')"
"('Glasses', 'Meal')","('Child', 'Pottery')"
"('Glasses', 'Bed')","('Child', 'Cafe')"
"('Glasses', 'Sunglasses')","('Child', 'Wine')"
"('Glasses', 'Path')","('Child', 'Pianist')"
"('Glasses', 'Shorts')","('Kid', 'Coat')"
"('Glasses', 'Driving')","('Kid', 'Overcoat')"
"('Skin', 'Performer')","('Kid', 'Head')"
"('Skin', 'Dating')","('Kid', 'Building')"
"('Skin', 'Dance')","('Kid', 'Hat')"
"('Blonde', 'Fashion')","('Kid', 'Musician')"
"('Blonde', 'Gown')","('Kid', 'Glasses')"
"('Blonde', 'Couch')","('Kid', 'Jaw')"
"('Blonde', 'Dress')","('Kid', 'Pottery')"
"('Blonde', 'Desk')","('Kid', 'Cafe')"
"('Shelf', 'Jacket')","('Kid', 'Wine')"
"('Shelf', 'Sitting')","('Kid', 'Pianist')"
"('Shelf', 'Restaurant')","('Hat', 'Hair')"
"('Shelf', 'Window')","('Hat', 'Woman')"
"('Shelf', 'Floor')","('Hat', 'Drink')"
"('Shelf', 'Cafe')","('Hat', 'Beverage')"
"('Sport', 'Crowd')","('Hat', 'Teen')"
"('Sport', 'Audience')","('Hat', 'Blonde')"
"('Sport', 'Hat')","('Hat', 'Grass')"
"('Sport', 'Sleeve')","('Hat', 'Computer')"
"('Sport', 'Musician')","('Hat', 'Desk')"
"('Sport', 'Shelf')","('Hat', 'Speech')"
"('Sport', 'Flooring')","('Hat', 'Piano')"
"('Sport', 'Dance')","('Drink', 'People')"
"('Sport', 'Party')","('Drink', 'Head')"
"('Sports', 'Crowd')","('Drink', 'Nature')"
"('Sports', 'Audience')","('Drink', 'Hat')"
"('Sports', 'Hat')","('Drink', 'Art')"
"('Sports', 'Sleeve')","('Drink', 'Jaw')"
"('Sports', 'Musician')","('Drink', 'Window')"
"('Sports', 'Shelf')","('Drink', 'Shorts')"
"('Sports', 'Flooring')","('Drink', 'Halo')"
"('Sports', 'Dance')","('Drink', 'Symbol')"
"('Sports', 'Party')","('Drink', 'School')"
"('Machine', 'Wheel')","('Beverage', 'People')"
"('Machine', 'Pc')","('Beverage', 'Head')"
"('Blossom', 'Female')","('Beverage', 'Nature')"
"('Blossom', 'Fashion')","('Beverage', 'Hat')"
"('Blossom', 'Gown')","('Beverage', 'Art')"
"('Blossom', 'Tree')","('Beverage', 'Jaw')"
"('Blossom', 'Sunglasses')","('Beverage', 'Window')"
"('Blossom', 'Jewelry')","('Beverage', 'Shorts')"
"('Blossom', 'Book')","('Beverage', 'Halo')"
"('Flower', 'Female')","('Beverage', 'Symbol')"
"('Flower', 'Fashion')","('Beverage', 'School')"
"('Flower', 'Gown')","('Sleeve', 'People')"
"('Flower', 'Tree')","('Sleeve', 'Photography')"
"('Flower', 'Sunglasses')","('Sleeve', 'Photo')"
"('Flower', 'Jewelry')","('Sleeve', 'Dating')"
"('Flower', 'Book')","('Sleeve', 'Lighting')"
"('Water', 'Outdoors')","('Sleeve', 'Skin')"
"('Water', 'Nature')","('Sleeve', 'Sunglasses')"
"('Water', 'Hat')","('Sleeve', 'Vegetation')"
"('Smile', 'Female')","('Sleeve', 'Symbol')"
"('Vigil', 'Art')","('Teen', 'Coat')"
"('Vigil', 'Light')","('Teen', 'Overcoat')"
"('Jaw', 'Skin')","('Teen', 'Head')"
"('Jaw', 'Dance')","('Teen', 'Building')"
"('Jaw', 'Prison')","('Teen', 'Glasses')"
"('Hand', 'Arm')","('Teen', 'Cafe')"
"('Club', 'Female')","('Teen', 'Hug')"
"('Club', 'Pub')","('Art', 'Dating')"
"('Club', 'Light')","('Art', 'Audience')"
"('Club', 'Blossom')","('Art', 'Lamp')"
"('Club', 'Flower')","('Art', 'Screen')"
"('Military', 'Hat')","('Art', 'Sleeve')"
"('Military', 'Wine')","('Art', 'Monitor')"
"('Military', 'Painting')","('Art', 'Display')"
"('Tuxedo', 'Fashion')","('Art', 'Road')"
"('Tuxedo', 'Performer')","('Art', 'Sport')"
"('Tuxedo', 'Robe')","('Art', 'Sports')"
"('Tuxedo', 'Dungeon')","('Art', 'Machine')"
"('Tuxedo', 'Blazer')","('Art', 'Computer')"
"('Tuxedo', 'Worker')","('Art', 'Desk')"
"('Tuxedo', 'Sunglasses')","('Art', 'Window')"
"('Tuxedo', 'Pottery')","('Art', 'Party')"
"('Bed', 'Door')","('Art', 'Helmet')"
"('Bed', 'Driving')","('Monitor', 'Face')"
"('Bed', 'Clinic')","('Monitor', 'Fashion')"
"('Flooring', 'Wood')","('Monitor', 'Animal')"
"('Flooring', 'Couch')","('Monitor', 'Tree')"
"('Flooring', 'Shelf')","('Monitor', 'Sport')"
"('Flooring', 'Footwear')","('Monitor', 'Sports')"
"('Flooring', 'Piano')","('Monitor', 'Smile')"
"('Dress', 'Performer')","('Monitor', 'Military')"
"('Dress', 'Blossom')","('Monitor', 'Dress')"
"('Dress', 'Flower')","('Monitor', 'Stage')"
"('Dress', 'Tuxedo')","('Monitor', 'Symbol')"
"('Dress', 'Meal')","('Display', 'Face')"
"('Footwear', 'Hair')","('Display', 'Fashion')"
"('Footwear', 'Finger')","('Display', 'Animal')"
"('Footwear', 'Sleeve')","('Display', 'Tree')"
"('Footwear', 'Couch')","('Display', 'Sport')"
"('Footwear', 'Dance')","('Display', 'Sports')"
"('Footwear', 'Stage')","('Display', 'Smile')"
"('Footwear', 'Party')","('Display', 'Military')"
"('Footwear', 'Closet')","('Display', 'Dress')"
"('Footwear', 'Banister')","('Display', 'Stage')"
"('Cafeteria', 'Shelf')","('Display', 'Symbol')"
"('Cafeteria', 'School')","('Cushion', 'People')"
"('Speech', 'Audience')","('Cushion', 'Crowd')"
"('Speech', 'Shop')","('Cushion', 'Head')"
"('Speech', 'School')","('Cushion', 'Art')"
"('Theater', 'Pedestrian')","('Cushion', 'Skin')"
"('Theater', 'Lighting')","('Cushion', 'Dress')"
"('Theater', 'Vigil')","('Cushion', 'Shop')"
"('Piano', 'Sunglasses')","('Cushion', 'Party')"
"('Vegetation', 'Military')","('Cushion', 'Symbol')"
"('Shorts', 'Party')","('Architecture', 'Man')"
"('Shop', 'School')","('Architecture', 'Woman')"
"('Shoe', 'Hair')","('Architecture', 'Electronics')"
"('Shoe', 'Finger')","('Architecture', 'Lamp')"
"('Shoe', 'Sleeve')","('Architecture', 'Restaurant')"
"('Shoe', 'Pants')","('Architecture', 'Cushion')"
"('Shoe', 'Couch')","('Architecture', 'Shirt')"
"('Shoe', 'Stage')","('Architecture', 'Pants')"
"('Shoe', 'Party')","('Architecture', 'Shelf')"
"('Shoe', 'Closet')","('Architecture', 'Blossom')"
"('Shoe', 'Banister')","('Architecture', 'Flower')"
"('Driving', 'Clinic')","('Architecture', 'Club')"
"('Floor', 'Wood')","('Architecture', 'Bed')"
"('Floor', 'Couch')","('Architecture', 'Pillow')"
"('Arm', 'Dance')","('Architecture', 'Pottery')"
"('Arm', 'Halo')","('Architecture', 'Prison')"
"('Dance', 'Sport')","('Shirt', 'Art')"
"('Dance', 'Sports')","('Shirt', 'Animal')"
"('Dance', 'Club')","('Musician', 'Table')"
"('Dance', 'Dress')","('Musician', 'Computer')"
"('Cafe', 'Shop')","('Musician', 'Vegetation')"
"('Cafe', 'Book')","('Musician', 'Driving')"
"('Halo', 'Arm')","('Musician', 'Wine')"
"('Halo', 'Pc')","('Musician', 'Symbol')"
"('Hug', 'Arm')","('Glass', 'Water')"
"('Stage', 'Performer')","('Glass', 'Window')"
"('Stage', 'Pants')","('Glass', 'Dance')"
"('Stage', 'Lighting')","('Glass', 'Cafe')"
"('Party', 'Female')","('Pedestrian', 'Person')"
"('Party', 'Blossom')","('Pedestrian', 'Human')"
"('Party', 'Flower')","('Pedestrian', 'Plant')"
"('Party', 'Shop')","('Pedestrian', 'Food')"
"('Lecture', 'Speech')","('Pedestrian', 'Cushion')"
"('Lecture', 'Shop')","('Pedestrian', 'Water')"
"('Helmet', 'Hat')","('Pedestrian', 'Grass')"
"('Book', 'Plywood')","('Pedestrian', 'Painting')"
"('Book', 'Flooring')","('Pedestrian', 'Ear')"
"('Book', 'Shop')","('Pedestrian', 'Party')"
"('Book', 'Prison')","('Housing', 'Text')"
"('Book', 'School')","('Housing', 'Desk')"
"('Person', 'Furniture')","('Housing', 'Ear')"
"('Person', 'Pub')","('Text', 'Performer')"
"('Person', 'Finger')","('Text', 'Hat')"
"('Person', 'Fashion')","('Text', 'Bed')"
"('Person', 'Girl')","('Text', 'Wine')"
"('Person', 'Teen')","('Animal', 'Person')"
"('Person', 'Cushion')","('Animal', 'Human')"
"('Person', 'Glass')","('Animal', 'Hair')"
"('Person', 'Sport')","('Animal', 'Pub')"
"('Person', 'Sports')","('Animal', 'Electronics')"
"('Person', 'Smile')","('Animal', 'Jacket')"
"('Person', 'Flooring')","('Animal', 'Wood')"
"('Person', 'Cafeteria')","('Animal', 'Text')"
"('Person', 'Shoe')","('Animal', 'Shelf')"
"('Person', 'Driving')","('Animal', 'Sport')"
"('Person', 'Clinic')","('Animal', 'Sports')"
"('Person', 'Stage')","('Animal', 'Flooring')"
"('Person', 'Closet')","('Animal', 'Shop')"
"('Person', 'Banister')","('Animal', 'Shoe')"
"('Person', 'Pianist')","('Animal', 'Wheel')"
"('Human', 'Furniture')","('Animal', 'Floor')"
"('Human', 'Pub')","('Animal', 'Stage')"
"('Human', 'Finger')","('Animal', 'Party')"
"('Human', 'Fashion')","('Animal', 'Pianist')"
"('Human', 'Girl')","('Animal', 'Book')"
"('Human', 'Teen')","('Pants', 'Suit')"
"('Human', 'Cushion')","('Pants', 'Portrait')"
"('Human', 'Glass')","('Pants', 'Tie')"
"('Human', 'Sport')","('Pants', 'Court')"
"('Human', 'Sports')","('Pants', 'Art')"
"('Human', 'Smile')","('Pants', 'Animal')"
"('Human', 'Flooring')","('Pants', 'Vigil')"
"('Human', 'Cafeteria')","('Pants', 'Computer')"
"('Human', 'Shoe')","('Pants', 'Painting')"
"('Human', 'Driving')","('Pants', 'Ear')"
"('Human', 'Clinic')","('Pants', 'Symbol')"
"('Human', 'Stage')","('Lighting', 'Woman')"
"('Human', 'Closet')","('Lighting', 'Court')"
"('Human', 'Banister')","('Lighting', 'Glass')"
"('Human', 'Pianist')","('Lighting', 'Pillow')"
"('Clothing', 'Lighting')","('Lighting', 'Path')"
"('Clothing', 'Blonde')","('Lighting', 'Halo')"
"('Clothing', 'Vigil')","('Lighting', 'Clinic')"
"('Apparel', 'Lighting')","('Lighting', 'Hug')"
